Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
28205,9/8/22,St. Marys Credit Union,Electronic,,1,,,,Yes,,,
28204,9/8/22,"Platinum Performance, Inc.",Electronic,,6,,Yes,,Yes,Yes,,
28203,9/8/22,"American Express Travel Related Services Company, Inc.",Electronic,,7,,,,Yes,,,
28202,9/8/22,"TNTP, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
28201,9/8/22,Wilson's Gun Shop Inc.,Electronic,,1413,,,,Yes,,,
28218,9/9/22,LPL Financial LLC,Electronic,Yes,1,,Yes,,,Yes,,
28217,9/9/22,"Wells Fargo Advisors Financial Network, LLC",Electronic,Yes,2,,,,,Yes,,
28216,9/9/22,"SERV Behavioral Health Systems, Inc.",Electronic,Yes,4,Yes,,Yes,,Yes,,
28215,9/9/22,"U-Haul International, Inc.",Electronic,Yes,37202,,,Yes,,Yes,,
28212,9/9/22,"White & McClung, LLC",Electronic,Yes,2,Yes,,,,Yes,,
28214,9/10/22,Newcourse Communications,Electronic,,4,,Yes,,,,,
28213,9/10/22,TIC International Corporation,Electronic,Yes,1030,Yes,,,,Yes,,
28057,9/10/22,University of West Florida Board of Trustees,Electronic,Yes,1,Yes,,,,Yes,,Yes
28231,9/12/22,"American Express Travel Related Services Company, Inc.",Electronic,,11,,,,Yes,,,
28230,9/12/22,WINCHESTER SAVINGS BANK,Electronic,,12,,,,Yes,,,
28229,9/12/22,"American Express Travel Related Services Company, Inc.",Electronic,,41,,,,Yes,,,
28228,9/12/22,MP Global Products LLC,Electronic,Yes,1,Yes,,,,Yes,,
28227,9/12/22,Worldwide Marketing Technologies Corporation,Electronic,Yes,2,Yes,,,,Yes,,
28226,9/12/22,"Anfinson, Thompson & Company, P.A.",Electronic,Yes,2,Yes,Yes,,,Yes,,
28225,9/12/22,Vail Health Services,Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
28224,9/12/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
28222,9/12/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
28221,9/12/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
28220,9/12/22,Eastern Bank,Electronic,,31,,Yes,,Yes,,,
28219,9/12/22,Mutual One Bank,Electronic,,1,,,,,,,
25950,9/12/22,Cape Electrical Supply LLC,Electronic,Yes,2,Yes,,,,Yes,,
28235,9/13/22,"Cultural Experiences Abroad, LLC",Electronic,Yes,1,Yes,,,,Yes,,
28234,9/13/22,"Ameriprise Financial, Inc.",Electronic,Yes,85,Yes,Yes,,,Yes,,
28233,9/13/22,"City Furniture, Inc.",Electronic,Yes,5,Yes,,,,Yes,,
28248,9/14/22,Mansfield Independent School District,Electronic,Yes,38,Yes,Yes,Yes,,Yes,,
28247,9/14/22,"JPMorgan Chase Bank, N.A",Paper,Yes,1,Yes,Yes,,,Yes,,
28246,9/14/22,Area Five Agency on Aging & Community Services,Electronic,Yes,1,Yes,,,,Yes,,
28245,9/14/22,"Saggar & Rosenberg, P.C.",Electronic,Yes,5,Yes,,,,Yes,,
28244,9/14/22,Office of the Comptroller of the Commonwealth,Electronic,Yes,2,Yes,,Yes,,Yes,,
28241,9/14/22,The Lincoln National Life Insurance Company,Electronic,,5,Yes,,,,Yes,,
28240,9/14/22,St. Marys Credit Union,Electronic,,3,,,,Yes,,,
28239,9/14/22,"American Express Travel Related Services Company, Inc",Electronic,,16,,,,Yes,,,
28238,9/14/22,Mass General Brigham,Electronic,Yes,3,,,,,,,
28237,9/14/22,"CORE Cashless, LLC",Electronic,Yes,45,,,,Yes,,,
28236,9/14/22,"M.C. Dean, Inc.",Electronic,Yes,49,Yes,,Yes,,Yes,,
28232,9/14/22,SuccessfulMatch.com,Electronic,Yes,52,Yes,,,,Yes,,
28254,9/15/22,"Wells Fargo Bank, N.A.",Electronic,Yes,3,,Yes,,,Yes,,
28253,9/15/22,Cuso Home Lending,Electronic,,95,,Yes,,,,,
28251,9/15/22,Mutual One Bank,Electronic,Yes,1,,,,Yes,,,
28250,9/15/22,Mutual One Bank,Electronic,Yes,1,,,,Yes,,,
28243,9/15/22,The Village Bank,Electronic,,3,,,,Yes,,,
28242,9/15/22,Medical Associates of the Lehigh Valley,Electronic,Yes,69,Yes,,Yes,,Yes,,
28263,9/16/22,"Gerten Greenhouse & Garden Center, Inc.",Electronic,Yes,6,,,,Yes,,,
28262,9/16/22,"Easterseals-Goodwill Northern Rocky Mountain, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
28261,9/16/22,"Audio Advisors, Inc.",Electronic,Yes,337,,,,Yes,Yes,,
28259,9/16/22,San Luis Coastal Unified School District,Electronic,Yes,6,Yes,,,,Yes,,
28258,9/16/22,MutualOne Bank,Electronic,,1,,,,Yes,,,
28257,9/16/22,MutualOne Bank,Electronic,,1,,,,Yes,,,
28256,9/16/22,MutualOne Bank,Electronic,,1,,,,Yes,,,
28255,9/16/22,Rockland Trust,Electronic,,1,,Yes,,Yes,Yes,,
28252,9/16/22,Salem Five Cents Savings Bank,Electronic,,6,,,,Yes,,,
28249,9/16/22,First Tech Federal Credit Union,Electronic,Yes,2,,,,Yes,Yes,,
28260,9/17/22,University System of New Hampshire,Paper,Yes,24,,Yes,,Yes,,,
28268,9/19/22,Ocean House Management,Electronic,Yes,324,Yes,Yes,,Yes,Yes,,
28267,9/19/22,Porven Ltd dba Porcelanosa USA,Electronic,Yes,16,Yes,,Yes,,Yes,,
28266,9/19/22,"Kaye-Smith Enterprises, Inc.",Electronic,,2,,Yes,,,Yes,,
28265,9/19/22,"Wolfe Clinic, P.C.",Electronic,,98,Yes,,,,Yes,,
28264,9/19/22,Emerson College,Electronic,,560,Yes,,Yes,,Yes,,
28277,9/20/22,Best Practice Associates DBA Federal Advisory Partners,Electronic,Yes,1,Yes,,,,Yes,,
28276,9/20/22,"Wells Fargo Advisors Financial Network, LLC",Electronic,Yes,4,,Yes,,,Yes,,
28273,9/20/22,Main Street Bank,Electronic,,1,,,,Yes,,,
28271,9/20/22,Mutual One Bank,Electronic,,5,,,,Yes,,,
28270,9/20/22,"Rawle & Henderson, LLP",Electronic,Yes,3,Yes,Yes,,,Yes,,
28269,9/20/22,"Chaney Electronics, Inc.",Electronic,,120,,,,Yes,Yes,,
28280,9/21/22,MutualOne Bank,Electronic,,1,,,,Yes,,,
28279,9/21/22,"Ballistic Products, Inc.",Electronic,,255,,,,Yes,Yes,,
28278,9/21/22,Adams Community Bank,Electronic,,1,,,,Yes,,,
28300,9/22/22,"Research Center for Children, Youth, & Families, Inc",Electronic,,102,,,,Yes,,,
28299,9/22/22,Webster Five Savings Bank,Electronic,,3,,,,Yes,,,
28289,9/22/22,The Savannah College of Art and Design Inc.,Electronic,Yes,275,Yes,,,,Yes,,
28281,9/22/22,"Berry, Dunn, McNeil, & Parker",Electronic,Yes,524,Yes,,,,Yes,,
28298,9/23/22,Personally Delivered,Electronic,,2,,Yes,,Yes,Yes,,
28297,9/23/22,Barclays,Electronic,,1,,Yes,,Yes,Yes,,
28296,9/23/22,Winchester Savings Bank,Electronic,,9,,,,Yes,,,
28295,9/23/22,Validity Finance LLC,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
28294,9/23/22,Georgetown Financial Group,Paper,Yes,2,Yes,,Yes,,Yes,,
28293,9/23/22,Rockland Trust,Electronic,Yes,36,,Yes,,,Yes,,
28292,9/23/22,Rockland Trust,Electronic,,1,,Yes,,,Yes,,
28291,9/23/22,The League for Innovation in the Community College,Electronic,Yes,13,Yes,,,Yes,Yes,,
28290,9/23/22,Webster Five Cents Savings Bank,Electronic,Yes,3,,,,Yes,,,
28336,9/26/22,The Commonwealth of Massachusetts Department of Revenue,Paper,Yes,1,Yes,,,,Yes,,
28308,9/26/22,Cash Express,Electronic,Yes,1,,Yes,,,,,
28307,9/26/22,MutualOne Bank,Electronic,,1,,,,Yes,,,
28305,9/26/22,"Wells Fargo Advisors Financial Network, LLC",Electronic,Yes,1,,Yes,,,Yes,,
28304,9/26/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
28303,9/26/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
28302,9/26/22,Oregon Public Broadcasting,Electronic,Yes,1,Yes,,,,Yes,,
28301,9/26/22,Client 1st Financial,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
28288,9/26/22,Salem Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
28287,9/26/22,Salem Five Cents Savings Bank,Electronic,Yes,6,,,,Yes,,,
28286,9/26/22,UBS Financial Services Inc.,Electronic,,1,,Yes,,,Yes,,
28285,9/26/22,"FMC Services, LLC",Electronic,Yes,59,Yes,,,,Yes,,
28284,9/26/22,Physician's Business Office,Electronic,Yes,12,Yes,,Yes,,Yes,,
28283,9/26/22,"Ballast Capital advisors, LLC",Electronic,Yes,1,Yes,Yes,,,Yes,,
28282,9/26/22,Commonwealth Corporation,Electronic,Yes,98,Yes,,Yes,,Yes,,
28275,9/26/22,"American Express Travel Related Services Company, Inc.",Electronic,,5,Yes,,,Yes,,,
28309,9/27/22,Dirigo Management Company,Electronic,Yes,9,Yes,Yes,,,Yes,,
28306,9/27/22,Fesmire & Williams,Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
28274,9/27/22,"American Express Travel Related Services Company, Inc.",Electronic,,5,Yes,,,Yes,,,
28331,9/28/22,MutualOne Bank,Electronic,,1,,,,Yes,,,
28310,9/28/22,MassMutual Life Insurance Company,Electronic,Yes,6,Yes,Yes,,,Yes,,
27983,9/28/22,Security Federal Savings Bank,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
28318,9/29/22,"focusIT, Inc.",Electronic,Yes,1501,Yes,,,,Yes,,
28317,9/29/22,"JPMorgan Chase Bank, N.A.",Paper,,12,,Yes,,,,,
28316,9/29/22,"City of Tucson, AZ",Electronic,Yes,115,Yes,,Yes,,Yes,,
28315,9/29/22,"Swissport North America, Inc.",Electronic,Yes,6,Yes,,,,Yes,,
28314,9/29/22,Hallmark Aviation Services LP,Electronic,,1,Yes,,,,Yes,,
28313,9/29/22,Bank of Little Rock,Electronic,Yes,5,Yes,Yes,,,Yes,,
28312,9/29/22,West Babylon Union Free School District,Electronic,Yes,4,,,Yes,,Yes,,
28311,9/29/22,Rockland Trust,Electronic,Yes,2,,Yes,,,Yes,,
28272,9/29/22,Somerset County,Electronic,Yes,14,,,Yes,,,,
28329,9/30/22,"The City of Fulton, New York",Electronic,Yes,39,Yes,,Yes,,Yes,,
28328,9/30/22,"Charlotte Radiology, P.A.",Electronic,Yes,3,Yes,,,,Yes,,
28327,9/30/22,"Wells Fargo Bank, N.A.",Electronic,Yes,1,,Yes,,,Yes,,
28326,9/30/22,Keswick Multi-Care Center,Electronic,Yes,3,Yes,,,,Yes,,
28325,9/30/22,"Chemonics International, Inc.",Electronic,Yes,78,Yes,Yes,,Yes,Yes,,
28324,9/30/22,Keck Medicine of USC,Electronic,,74,Yes,Yes,,,Yes,,
28323,9/30/22,"Baer's Furniture Company, Inc.",Electronic,Yes,5,Yes,,,,Yes,,
28322,9/30/22,University of Alaska System,Electronic,Yes,2,Yes,Yes,,,Yes,,
28321,9/30/22,"American Express Travel Related Services Company, Inc.",Electronic,,23,,,,Yes,,,
28320,9/30/22,J O Hambro Capital Management Limited,Electronic,Yes,5,Yes,,,,Yes,,
28319,9/30/22,The PenFacs Group,Electronic,Yes,54,Yes,Yes,Yes,,Yes,,
28342,10/3/22,Fusion Credit Union Ltd.,Electronic,,1,Yes,Yes,,,Yes,,
28341,10/3/22,"Mativ Holdings, Inc.",Electronic,Yes,704,Yes,Yes,,,Yes,,
28340,10/3/22,Volunteer Lawyers Project of the Boston Bar Association,Electronic,Yes,4,Yes,Yes,,,Yes,,Yes
28335,10/3/22,Edovate Learning Corp,Electronic,Yes,9,,,,Yes,,,
28334,10/3/22,Mass General Brigham,Electronic,Yes,1,,,,,,,
28332,10/3/22,Massachusetts Executive Office of Health and Human Services,Electronic,,1,Yes,,,,,,
28330,10/3/22,WINCHESTER SAVINGS BANK,Electronic,,10,,,,Yes,,,
28344,10/4/22,"Aurora Financial Group, Inc.",Electronic,,57,Yes,Yes,Yes,Yes,Yes,,
28343,10/4/22,"American Express Travel Related Services Company, Inc.",Electronic,,155,,,,Yes,,,
28339,10/4/22,"Nationwide Retirement Solutions, Inc.",Electronic,Yes,16,Yes,,,,Yes,,
28338,10/4/22,"MGS Mfg. Group, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
28337,10/4/22,Salem Five Cents Savings Bank,Electronic,,60,,,,Yes,,,
28346,10/5/22,Century Park Capital Partners,Electronic,Yes,13,Yes,Yes,,,Yes,,
28345,10/5/22,"American Express Travel Related Services Company, Inc.",Electronic,,28,,,,Yes,,,
28353,10/6/22,32 Bar Blues LLC,Electronic,,2740,,,,Yes,,,
28352,10/6/22,"Marshall Financial Solutions, LLC",Electronic,Yes,5,Yes,,,,Yes,,
28351,10/6/22,"PepsiCo, Inc.",Electronic,,31,,,Yes,,,,
28350,10/6/22,"Reel FX, Inc.",Electronic,Yes,10,Yes,Yes,,,Yes,,
28349,10/6/22,"BOKF, NA",Electronic,,188,Yes,Yes,,,Yes,,
28348,10/6/22,MutualOne Bank,Electronic,,1,,Yes,,Yes,,,
28347,10/6/22,MutualOne Bank,Electronic,,1,,,,Yes,,,
28379,10/7/22,Watertown Savings Bank,Electronic,,72,,,,Yes,,,
28378,10/7/22,"Felix Storch, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
28377,10/7/22,The State Bar of Georgia,Electronic,Yes,176,Yes,,Yes,,Yes,,
28376,10/7/22,"Windsong Radiology Group, P.C.",Electronic,Yes,22,Yes,,,,Yes,,
28375,10/7/22,Dura-Shiloh,Electronic,Yes,1,Yes,Yes,,,Yes,,
28374,10/7/22,Interstate Parking Company,Electronic,Yes,1,,Yes,Yes,,Yes,,
28373,10/9/22,"Family Paths, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
28372,10/10/22,"100 Church Street Club, Inc.",Electronic,Yes,2,Yes,,,Yes,Yes,,
28371,10/10/22,"Country Club Management of Orlando, Inc.",Electronic,Yes,21,Yes,Yes,Yes,,Yes,,
28370,10/10/22,Lake Nona Estates Management LLC,Electronic,Yes,9,Yes,,,,Yes,,
28369,10/10/22,Nexus Luxury Management Company Ltd. doing business as Albany Condominiums,Electronic,Yes,24,Yes,,,,Yes,,
28368,10/10/22,Tavistock Corporation,Electronic,Yes,5058,Yes,Yes,Yes,Yes,Yes,,
28367,10/10/22,"Tavistock Development Company, LLC",Electronic,Yes,1988,Yes,,Yes,,Yes,,
28366,10/10/22,UnitedHealthcare,Electronic,,402,Yes,,,,Yes,,
28365,10/10/22,"GEE Group, Inc.",Electronic,Yes,1195,Yes,,,,Yes,,
28364,10/10/22,"Tavistock Real Estate Management Services, LLC",Electronic,Yes,1,Yes,,,,Yes,,
28363,10/10/22,"Tavistock Restaurants Upscale Group Holdings, LLC",Electronic,Yes,674,Yes,Yes,Yes,,Yes,,
28362,10/10/22,"BBRG Dedham TR, LLC",Electronic,Yes,18,Yes,,,,Yes,,
28392,10/11/22,MKD Electric,Electronic,Yes,1,Yes,,Yes,,Yes,,
28391,10/11/22,WINCHESTER SAVINGS BANK,Electronic,,6,,,,Yes,,,
28390,10/11/22,The Village Bank,Electronic,,14,,Yes,,Yes,,,
28389,10/11/22,WTS International LLC,Electronic,,5,Yes,,,,Yes,,
28388,10/11/22,"Elite Spice, Inc. Health Plan",Electronic,Yes,1,Yes,,,,Yes,,
28387,10/11/22,"Creative Capital Management Investments, LLC",Electronic,Yes,6,Yes,Yes,Yes,,Yes,,
28386,10/11/22,"Cogeco US Finance, LLC, d/b/a Breezeline (f/k/a Atlantic Broadband)",Electronic,,59,Yes,,,,Yes,,
28385,10/11/22,The Quest Group,Electronic,Yes,2,Yes,,Yes,,Yes,,
28384,10/11/22,The Hibbert Company,Electronic,Yes,2,Yes,,,,Yes,,
28383,10/11/22,MutualOne Bank,Electronic,,1,,,,Yes,,,
28382,10/11/22,MutualOne Bank,Electronic,,1,,,,Yes,,,
28381,10/11/22,MutualOne Bank,Electronic,,1,,,,Yes,,,
28380,10/11/22,MutualOne Bank,Electronic,,1,,,,Yes,,,
28361,10/11/22,"BBRG Newbury TR, LLC",Electronic,Yes,274,Yes,,,,Yes,,
28360,10/11/22,"BBRG TR, LLC",Electronic,Yes,211,Yes,,,,Yes,,
28359,10/11/22,"BBRG Waterfront TR, LLC",Electronic,Yes,248,Yes,,,,Yes,,
28358,10/11/22,"BBRG Woburn TR, LLC",Electronic,Yes,22,Yes,,,,Yes,,
28357,10/11/22,"Tavistock Atlanta Restaurants, LLC",Electronic,Yes,4,Yes,,,,Yes,,
28356,10/11/22,"Tavistock Towncenter Brewery, LLC",Electronic,Yes,1,Yes,,,,Yes,,
28355,10/11/22,"Tavistock Towncenter Container Park, LLC",Electronic,Yes,2,Yes,,,,Yes,,
28354,10/11/22,"Timpano Acquisition, LLC",Electronic,Yes,3,Yes,,,,Yes,,
28480,10/12/22,Cambridge Savings Bank,Electronic,Yes,1,,Yes,,,,,
28405,10/12/22,"Dr. Alexander J. Richardson, D.P.M.",Electronic,,2,Yes,,,,Yes,,
28404,10/12/22,Bouhan Falligant,Electronic,Yes,1,,,,Yes,,,
28403,10/12/22,"JPMorgan Chase Bank, N.A.",Electronic,Yes,1,Yes,,,,Yes,,
28402,10/12/22,Tudor Realty Services Corp.,Electronic,Yes,5,Yes,Yes,,,Yes,,
28401,10/12/22,P2 Energy Solutions,Electronic,Yes,1,Yes,,,,Yes,,
28400,10/12/22,Lindberg & Ripple,Electronic,Yes,92,Yes,Yes,Yes,,Yes,,
28396,10/12/22,Wyomissing Borough,Electronic,Yes,7,Yes,,Yes,,Yes,,
28395,10/12/22,Cooperativa de Ahorra y Credito Roosevelt Roads,Electronic,Yes,30,Yes,Yes,,,Yes,,
28394,10/12/22,The Scoular Company,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
28393,10/12/22,Hispanic Scholarship Fund,Electronic,Yes,2,,,Yes,,,,
28408,10/13/22,"Vellum Mortgage, Inc.",Electronic,Yes,7,Yes,Yes,Yes,,Yes,,
28407,10/13/22,FDG J&N LLC,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
28399,10/13/22,M Green and Company LLP,Electronic,Yes,2,Yes,,,,Yes,,
28398,10/13/22,University of Alaska,Electronic,Yes,1,Yes,,,,Yes,,
28397,10/13/22,MutualOne Bank,Electronic,,1,,,,Yes,,,
28333,10/13/22,"Northern Data Systems, Inc.",Electronic,Yes,77,Yes,Yes,Yes,Yes,Yes,,
28422,10/14/22,Bank of America,Paper,Yes,2,Yes,Yes,,,Yes,,
28421,10/14/22,Ascension St. Vincent's Coastal Cardiology,Electronic,Yes,5,Yes,,Yes,,Yes,,
28420,10/14/22,Mount Vernon Mills Inc,Electronic,Yes,4,Yes,,,,Yes,,
28419,10/14/22,The Opportunity Alliance,Paper,Yes,1,Yes,,,,Yes,,
28418,10/14/22,"WCP Rohrer Topco, LLC",Electronic,Yes,11,Yes,,,,Yes,,
28406,10/14/22,"Alternative Investment Resource, LLC d/b/a AIR Asset Management",Electronic,Yes,13,Yes,Yes,Yes,,Yes,,
28417,10/17/22,"Mission to the World (PCA), Inc.",Electronic,,4,Yes,Yes,,,Yes,,
28416,10/17/22,"Cleary Insurance, Inc.",Electronic,Yes,155,Yes,Yes,Yes,,Yes,,
28415,10/17/22,The Cooperative Bank of Cape Cod,Electronic,Yes,332,,,,Yes,,,
28414,10/17/22,Eastern Bank,Electronic,,43,,,,Yes,,,
28413,10/17/22,MutualOne Bank,Electronic,Yes,1,,,,Yes,,,
28412,10/17/22,MutualOne Bank,Electronic,Yes,1,,,,Yes,,,
28411,10/17/22,MutualOne Bank,Electronic,Yes,1,,,,Yes,,,
28410,10/17/22,MutualOne Bank,Electronic,Yes,1,,,,Yes,,,
28409,10/17/22,MutualOne Bank,Electronic,Yes,1,,,,Yes,,,
28435,10/18/22,"MTM Insurance Associates, LLC",Electronic,Yes,1,,Yes,,,Yes,,
28427,10/18/22,"MTM Insurance Associates, LLC",Electronic,Yes,4,,,Yes,,Yes,,
28424,10/18/22,Coca-Cola Beverages Northeast,Electronic,Yes,1,Yes,,,,Yes,,
28423,10/18/22,Newcourse Communications,Electronic,Yes,5,Yes,,Yes,,Yes,,
28434,10/19/22,Amadas Industries,Electronic,Yes,3,Yes,,Yes,Yes,Yes,,
28433,10/19/22,Levin & Perconti LLP,Electronic,Yes,5,Yes,,,,Yes,,
28432,10/19/22,Country Doctor Community Health Clinic,Electronic,Yes,22,Yes,,,,Yes,,
28431,10/19/22,"American Express Travel Related Services Company, Inc.",Electronic,,3,Yes,,,Yes,Yes,,
28430,10/19/22,"Ryan Faenza Carey, P.C.",Electronic,Yes,1384,Yes,Yes,Yes,,Yes,,
28429,10/19/22,Southeastern Financial,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
28426,10/19/22,St. Marys Credit Union,Electronic,,8,,,,Yes,,,
28425,10/19/22,Massachusetts General Hospital,Paper,Yes,1,Yes,,,,Yes,,
28441,10/20/22,"WM Symposia, Inc.",Electronic,,4,,,,Yes,,,
28440,10/20/22,"Fontainebleau Florida Hotel, LLC",Electronic,Yes,1,Yes,,,,Yes,,
28439,10/20/22,Rockland Trust,Paper,Yes,1,Yes,Yes,Yes,,Yes,,
28438,10/20/22,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
28437,10/20/22,Klatzkin & Company LLP,Electronic,Yes,19,Yes,Yes,,,Yes,,
28436,10/20/22,"Sigmund Software, LLC",Electronic,Yes,24,Yes,,,,Yes,,
28428,10/20/22,"Flambeau, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
28449,10/21/22,Benchmark Education Company,Electronic,Yes,31,Yes,Yes,Yes,,Yes,,
28448,10/21/22,"Phoenix Programs of Florida, Inc.",Electronic,Yes,69,Yes,,,,Yes,,
28447,10/21/22,Emtec Inc.,Electronic,Yes,46,Yes,Yes,,,Yes,,
28446,10/21/22,"MODE Global, LLC",Electronic,Yes,45,Yes,,Yes,,Yes,,
28445,10/21/22,Abcam plc,Electronic,,664,Yes,Yes,,,Yes,,
28443,10/21/22,"Pynenberg & Scheske DDS,SC",Electronic,Yes,1,Yes,,,,Yes,,
28442,10/21/22,WINCHESTER SAVINGS BANK,Electronic,,13,,,,Yes,,,
25852,10/21/22,Boeing Employees' Credit Union,Paper,Yes,8,,Yes,,,,,
28444,10/23/22,Newcourse Communications,Electronic,Yes,3,Yes,,,,Yes,,
28461,10/24/22,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
28454,10/24/22,Kal Krishnan Consulting Services,Electronic,Yes,2,Yes,Yes,,,Yes,,
28453,10/24/22,SAVERS BANK,Electronic,,1,,,,Yes,,,
28452,10/24/22,Vivendi Ticketing US LLC (d/b/a See Tickets US),Electronic,Yes,13040,,,,Yes,,,
28451,10/24/22,Community Powered Federal Credit Union,Electronic,Yes,12,Yes,Yes,,,Yes,,
28450,10/24/22,"Hartley, Rowe & Fowler P.C.",Electronic,Yes,1,Yes,,,,Yes,,
28460,10/25/22,"Webster Equity Partners, LLC",Electronic,Yes,2,Yes,,,,Yes,,
28459,10/25/22,Symbia Logistics,Electronic,Yes,38,Yes,,Yes,,Yes,,
28458,10/25/22,Whitman Breen Abbott & Morgan LLC,Electronic,Yes,8,Yes,Yes,,,Yes,,
28467,10/26/22,Adams Community Bank,Electronic,,1,,,,Yes,,,
28466,10/26/22,Adams Community Bank,Electronic,,2,,,,Yes,,,
28465,10/26/22,Adams Community Bank,Electronic,,2,,,,Yes,,,
28463,10/26/22,"Resourcing Edge I, LLC",Electronic,Yes,26,Yes,,,,Yes,,
28462,10/26/22,MutualOne Bank,Paper,,1,,,,Yes,,,
28457,10/26/22,FNBC Bank & Trust,Electronic,Yes,1,Yes,,,,Yes,,
28456,10/26/22,Stock Gumshoe,Electronic,,30,,,,Yes,,,
28455,10/26/22,MutualOne Bank,Electronic,,1,,,,Yes,,,
28479,10/27/22,"Barry J. Kay & Co., CPAs",Electronic,Yes,1,Yes,,,,Yes,,
28478,10/27/22,Massachusetts Mutual Life Insurance Company,Electronic,Yes,1,Yes,,Yes,,Yes,,
28477,10/27/22,V2 Logistics Corp.,Electronic,Yes,21,,,Yes,Yes,,,
28476,10/27/22,"Rosenfield & Company, PLLC",Electronic,Yes,1,Yes,,,,Yes,,
28475,10/27/22,"Minka Lighting, LLC",Electronic,Yes,49,Yes,,,Yes,Yes,,
28469,10/27/22,"Carolyn Secor, P.A.",Electronic,Yes,2,Yes,Yes,Yes,Yes,Yes,,
28468,10/27/22,Salem Five Cents Savings Bank,Electronic,,6,,,,Yes,,,
28464,10/27/22,Davenport Community Schools,Electronic,Yes,2,Yes,,Yes,,Yes,,
28496,10/28/22,TaxSquad,Electronic,Yes,9,Yes,,,,Yes,,
28487,10/28/22,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
28486,10/28/22,"SightCare, Inc.",Electronic,,9,Yes,Yes,,,Yes,,
28485,10/28/22,Diamond Mowers LLC,Electronic,Yes,1,,,Yes,,Yes,,
28484,10/28/22,Allstate Insurance Company,Electronic,,13,Yes,,Yes,,Yes,,
28483,10/28/22,"Breckenridge IS, Inc./Overby- Seawell Company",Electronic,Yes,11,,Yes,,,Yes,,
28482,10/28/22,Mass General Brigham,Electronic,Yes,1,Yes,,,,,,
28481,10/28/22,Maximus Inc.,Electronic,Yes,13,Yes,,Yes,,,,
28474,10/28/22,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
28473,10/28/22,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
28472,10/28/22,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
28471,10/28/22,WINCHESTER SAVINGS BANK,Electronic,,7,,,,Yes,,,
28470,10/28/22,"Nationwide Optometry, P.C.",Electronic,,2,Yes,Yes,,,Yes,,
28495,10/29/22,Newcourse Communications,Electronic,Yes,15,Yes,,,,Yes,,
28494,10/29/22,Multi-Color Corporation,Electronic,Yes,3,Yes,,Yes,,Yes,,
28493,10/31/22,"Wells Fargo Bank, N.A.",Electronic,Yes,3,,Yes,,,Yes,,
28492,10/31/22,"Administrative Fund of the Detectives' Endowment Association, Inc.",Electronic,Yes,25,Yes,Yes,Yes,Yes,Yes,,
28491,10/31/22,ExamOne (a Quest Diagnostics Company),Paper,Yes,15,,,Yes,,,,
28490,10/31/22,"Comco Plastics, Inc",Electronic,Yes,1,Yes,Yes,,,Yes,,
28489,10/31/22,"Beyond 79, LLC",Electronic,Yes,1896,Yes,Yes,,,Yes,,
28509,11/1/22,The Commonwealth of Massachusetts Department of Revenue,Undefined,Yes,3,Yes,,,,Yes,,
28508,11/1/22,The Commonwealth of Massachusetts Department of Revenue,Undefined,Yes,1,Yes,,,,Yes,,
28507,11/1/22,The Commonwealth of Massachusetts Department of Revenue,Undefined,Yes,5,Yes,,,,Yes,,
28506,11/1/22,"JPMorgan Chase Bank, N.A.",Paper,,1,,Yes,,,,,
28505,11/1/22,SAVERS BANK,Electronic,,2,,,,Yes,,,
28504,11/1/22,Pathward N.A.,Electronic,,4270,,Yes,,,,,
28503,11/1/22,U.S. Translation Company,Electronic,Yes,1,Yes,,,,Yes,,
28501,11/1/22,MA Department of Revenue,Electronic,Yes,1,Yes,,,,Yes,,
28500,11/1/22,MutualOne Bank,Electronic,,1,,,,Yes,,,
28499,11/1/22,MutualOne Bank,Electronic,,1,,,,Yes,,,
