Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen,,,
30250,8/9/2023,MutualOne Bank,Electronic,,1,,Yes,,Yes,,,,,,
30244,8/9/2023,BOM Bank,Electronic,,2,,Yes,,,,,,,,
30231,8/9/2023,"M. Arthur Gensler, Jr. & Associates, Inc.",Electronic,,170,Yes,,,,Yes,,,,,
30232,8/9/2023,"Wells Fargo Bank, N.A.",Paper,,1,,Yes,,,Yes,,,,,
30233,8/9/2023,Ernst & Young LLP,Electronic,,1755,Yes,Yes,Yes,Yes,Yes,,,,,
30234,8/9/2023,Vermont Christmas Company,Electronic,,704,,,,Yes,,,,,,
30235,8/9/2023,Fidelity Life Association,Electronic,,3727,Yes,,,,Yes,,,,,
30236,8/9/2023,"County of Santa Clara, California",Electronic,,7,,,,,Yes,,,,,
30237,8/9/2023,"Slipstream Group, Inc.",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,,,,
30238,8/10/2023,Synergy Healthcare Services,Electronic,Yes,31,Yes,Yes,Yes,Yes,Yes,,,,,
30239,8/10/2023,Brigham and Women's Hospital,Electronic,Yes,1,Yes,,,,Yes,,,,,
30240,8/10/2023,Miller Milling Company,Electronic,Yes,1,Yes,,,,Yes,,,,,
30241,8/10/2023,New York Life Insurance Company,Electronic,,73,Yes,Yes,,,Yes,,,,,
30242,8/10/2023,MutualOne Bank,Electronic,,1,,,,Yes,,,,,,
30243,8/10/2023,MutualOne Bank,Electronic,,1,,,,Yes,,,,,,
30245,8/10/2023,Murfreesboro Medical Clinic & SurgiCenter,Electronic,,125,Yes,,Yes,,Yes,,,,,
30259,8/10/2023,"Radius Global Solutions, LLC",Electronic,,17,Yes,,,,Yes,,,,,
30260,8/10/2023,Club Vita US,Electronic,,5,Yes,,,,Yes,,,,,
30255,8/10/2023,"Paramount Global (""Paramount"")",Electronic,,1,Yes,,,,,,,,,
30256,8/10/2023,"Levene, Gouldin & Thompson, LLP",Electronic,,4,Yes,,,,,,,,,
30257,8/10/2023,EMS Management and Consultants Inc.,Electronic,,130,Yes,Yes,,,Yes,,,,,
30261,8/11/2023,New York Life Insurance Company,Electronic,,270,Yes,,,,,,,,,
30251,8/11/2023,MutualOne Bank,Electronic,,1,,Yes,,Yes,,,,,,
30252,8/11/2023,MutualOne Bank,Electronic,,1,,Yes,,Yes,,,,,,
30253,8/11/2023,Main Street Bank,Electronic,,3,,Yes,,Yes,,,,,,
30254,8/11/2023,MutualOne Bank,Electronic,,1,,Yes,,Yes,,,,,,
30263,8/11/2023,Horizon Bank,Electronic,,23,,Yes,,,,,,,,
30264,8/11/2023,Carlisle Wide Plank Floors,Electronic,,21,Yes,Yes,Yes,,Yes,,,,,
30265,8/11/2023,Park National Corporation d/b/a Park National Bank,Electronic,,1,Yes,,,,Yes,,,,,
30266,8/11/2023,Hub International Limited,Electronic,,21267,Yes,Yes,Yes,,,,,,,
30267,8/11/2023,Banco Popular de Puerto Rico,Electronic,,207,Yes,,,,Yes,,,,,
30268,8/11/2023,Cohere Health,Electronic,,1,Yes,,,,Yes,,,,,
30269,8/11/2023,Winchester Savings Bank,Electronic,,13,,,,Yes,,,,,,
30270,8/11/2023,"Tift Regional Health System, Inc.",Electronic,,38,Yes,,,,Yes,,,,,
30271,8/11/2023,"BrightSpring Health Services, Inc.",Electronic,,2382,Yes,,,,,,,,,
30272,8/11/2023,"Interface, Inc.",Electronic,,178,Yes,,Yes,Yes,Yes,,,,,
30273,8/11/2023,Colorado Department of Health Care Policy & Financing,Electronic,,1541,Yes,,,,Yes,,,,,
30274,8/11/2023,Georgetown Financial Group,Electronic,,6,Yes,Yes,,,Yes,,,,,
30275,8/11/2023,"The WorkPlace, Inc.",Electronic,,429,Yes,Yes,Yes,Yes,Yes,,,,,
30276,8/11/2023,New England Life Insurance Company,Electronic,,8,Yes,,,,Yes,,,,,
30277,8/11/2023,"Cummins Behavioral Health Systems, Inc.",Electronic,,10,Yes,,,Yes,,,,,,
30278,8/11/2023,"EP Global Production Solutions, LLC",Electronic,,4897,Yes,,,,,,,,,
30279,8/11/2023,"Kinsley Group, Inc.",Electronic,,227,Yes,Yes,Yes,,,,,,,
30382,8/11/2023,Cambridge Trust Company,Electronic,,8,Yes,Yes,,,Yes,,,,,
30281,8/12/2023,Humana Inc,Electronic,,1,Yes,,,,Yes,,,,,
30282,8/14/2023,Tremont Credit Union,Paper,,936,Yes,Yes,,Yes,Yes,,,,,
30283,8/14/2023,"Sightpath Medical, LLC",Electronic,,4,Yes,,Yes,,Yes,,,,,
30284,8/14/2023,Regional Transportation Authority of Northeastern Illinois,Electronic,,7,Yes,,,,,,,,,
30285,8/14/2023,Gerber Childrenswear LLC,Electronic,,3,Yes,,,,,,,,,
30286,8/14/2023,A Plus Total Financial Solutions Inc.,Electronic,,11,Yes,,,,,,,,,
30288,8/14/2023,"Nice Pak Products, Inc. and Professional Disposables International, Inc.",Electronic,,27,Yes,,,,,,,,,
30289,8/14/2023,"Milliman, Inc.",Electronic,,707,Yes,,,,,,,,,
30280,8/14/2023,M&T Bank,Electronic,,95261,,Yes,,,Yes,,,,,
30290,8/15/2023,"MTM Insurance Associates, LLC",Electronic,Yes,2,,,Yes,,Yes,,,,,
30291,8/15/2023,The Village Bank,Electronic,,1,,,,Yes,,,,,,
30292,8/15/2023,Raymond James Financial,Electronic,Yes,1,Yes,Yes,,,Yes,,,,,
30293,8/15/2023,Jackson National Life Insurance Company,Paper,Yes,1,Yes,Yes,,,Yes,,,,,
30294,8/15/2023,North Carolina State Employees¶ Credit Union,Electronic,,9,,,,Yes,,,,,,
30297,8/15/2023,Main Street Bank,Paper,,1,,,,Yes,,,,,,
30298,8/15/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30299,8/15/2023,"Valencia, Wilberding & Romero",Electronic,Yes,1,Yes,,,,Yes,,,,,
30300,8/16/2023,"Pension Benefit Information, LLC",Electronic,,516,Yes,,,,Yes,,,,,
30301,8/16/2023,BankCard USA Merchant Services Inc.,Electronic,Yes,144,Yes,Yes,,,Yes,,,,,
30302,8/16/2023,Intuit Inc.,Paper,Yes,1,Yes,,Yes,,Yes,,,,,
30303,8/16/2023,"JPMorgan Chase Bank, N.A.",Electronic,Yes,1,,Yes,,,,,,,,
30306,8/16/2023,Avalign Technologies,Electronic,Yes,1,Yes,,,,,,,,,
30295,8/16/2023,St Mary's Credit Union,Electronic,,2,,,,Yes,,,,,,
30296,8/16/2023,Mansueto Ventures,Electronic,Yes,1,,Yes,,,Yes,,,,,
30307,8/17/2023,The Colorado State University System,Electronic,,144,Yes,,,,,,,,,
30308,8/17/2023,Florida Water Products,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,,,,
30304,8/17/2023,Trustees of Newark Academy,Electronic,Yes,1,Yes,,,,Yes,,,,,
30305,8/17/2023,Morris Hospital & Healthcare Centers,Electronic,Yes,50,Yes,,,,Yes,,,,,
30310,8/17/2023,Lincoln Bancorp d/b/a Lincoln Savings Bank,Electronic,,7,,Yes,,,Yes,,,,,
30311,8/17/2023,Everside Health,Electronic,Yes,9,Yes,,,,Yes,,,,,
30312,8/17/2023,"Baltimore County, Maryland",Electronic,,19,Yes,,,,Yes,,,,,
30313,8/17/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30314,8/18/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30315,8/18/2023,Three Crowns Park- A Covenant Living Community,Electronic,Yes,1,Yes,Yes,,,Yes,,,,,
30317,8/18/2023,Proskauer Rose LLP,Electronic,Yes,100,Yes,Yes,Yes,,Yes,,,,,
30319,8/18/2023,CIBC National Trust Company,Electronic,,4,Yes,Yes,,,Yes,,,,,
30320,8/18/2023,American Cleaning Institute,Electronic,Yes,1,Yes,,,,Yes,,,,,
30321,8/18/2023,"Venture Transportation Partners, LLC",Electronic,Yes,242,Yes,Yes,Yes,Yes,Yes,,,,,
30322,8/18/2023,"Hendrick Bryant & Nerhood, LLP",Electronic,Yes,4,Yes,,Yes,,Yes,,,,,
30323,8/18/2023,St Marys Credit Union,Electronic,,74,,,,Yes,,,,,,
30324,8/18/2023,Mass General Hospital,Electronic,Yes,12,Yes,,,,Yes,,,,,
30325,8/18/2023,Brigham & Women¶s Hospital,Electronic,Yes,23,Yes,,,,Yes,,,,,
30326,8/18/2023,Winchester Savings Bank,Electronic,,9,,,,Yes,,,,,,
30327,8/18/2023,BCD Travel USA LCC,Electronic,,77,,,,Yes,Yes,,,,,
30309,8/18/2023,Bailey Cavalieri LLC,Electronic,Yes,152,Yes,Yes,Yes,,Yes,,,,,
30287,8/18/2023,Bank of America,Paper,Yes,1,Yes,,,,Yes,,,,,
30258,8/18/2023,"Discovery at Home, LLC",Electronic,Yes,1,,,,,Yes,,,,,
30328,8/21/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30329,8/21/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30330,8/21/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30331,8/21/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30332,8/21/2023,Americas Society / Council of the Americas,Electronic,Yes,5,Yes,,Yes,Yes,Yes,,,,,
30333,8/21/2023,CIBC Bank USA,Electronic,,2,,Yes,,,Yes,,,,,
30335,8/21/2023,Phantom Productions LLC,Electronic,Yes,1,,Yes,,,,,,,,
30336,8/21/2023,Oak Ridge Associated Universities,Electronic,,114,Yes,,,,Yes,,,,,
30337,8/21/2023,Discord Inc.,Electronic,,6,,,Yes,,,,,,,
30338,8/21/2023,"McAndrews, Mehalick, Connolly, Hulse and Ryan P.C.",Electronic,Yes,8,Yes,Yes,Yes,,Yes,,,,,
30339,8/21/2023,"Lindabury, McCormick, Estabrook & Cooper, P.C.",Electronic,Yes,1,Yes,,,,,,,,,
30340,8/21/2023,MidFirst Bank,Electronic,,3818,Yes,Yes,,,Yes,,,,,
30341,8/21/2023,Craft Contemporary,Electronic,Yes,2,Yes,,,,Yes,,,,,
30318,8/21/2023,Mutual One Bank,Electronic,,1,,,,Yes,Yes,,,,,
30316,8/21/2023,"Cornerstone Energy Services, Inc",Electronic,Yes,300,Yes,,Yes,,Yes,,,,,
30342,8/22/2023,Ohio Historical Society,Electronic,Yes,28,,,,Yes,Yes,,,,,
30343,8/22/2023,Sunflower Bank,Electronic,,75,Yes,Yes,,,Yes,,,,,
30344,8/22/2023,MutualOne Bank,Electronic,,1,,,,Yes,,,,,,
30345,8/22/2023,Foster Swift Collins & Smith PC,Electronic,Yes,3,Yes,,Yes,,Yes,,,,,
30346,8/22/2023,Eastern Bank,Electronic,,46,,,,Yes,,,,,,
30347,8/22/2023,MutualOne Bank,Electronic,,1,,,,Yes,,,,,,
30348,8/22/2023,MutualOne Bank,Electronic,,1,,,,Yes,,,,,,
30349,8/22/2023,Unified Pain Management,Electronic,Yes,1,Yes,,,,Yes,,,,,
30350,8/22/2023,Loren D. Stark Company,Electronic,Yes,188,Yes,,,,Yes,,,,,
30351,8/22/2023,"Southcoast Hospitals Group, Inc.",Paper,Yes,2,Yes,,,,Yes,,,,,
30352,8/22/2023,Reliance Standard Life Insurance Company,Electronic,,4,Yes,,Yes,,Yes,,,,,
30353,8/22/2023,First National Bank of Omaha,Electronic,,3,Yes,,,,Yes,,,,,
30334,8/22/2023,Carter Mario Law Firm,Electronic,Yes,229,Yes,Yes,Yes,,Yes,,,,,
30355,8/22/2023,Mauch Chunk Trust Company,Electronic,,29,Yes,Yes,Yes,,Yes,,,,,
30356,8/22/2023,Ally Bank,Electronic,Yes,3,Yes,Yes,,,Yes,,,,,
30357,8/22/2023,Avient Corporation,Electronic,Yes,9,Yes,,,,Yes,,,,,
30358,8/22/2023,The Commerce Insurance Company (MAPFRE Insurance®),Electronic,Yes,266142,,,Yes,,Yes,,,,,
30359,8/22/2023,The University of Massachusetts Chan Medical School,Electronic,,104292,Yes,Yes,,,Yes,,,,,
30360,8/22/2023,BankGloucester,Electronic,,17231,Yes,Yes,,,Yes,,,,,
30361,8/23/2023,"Regal Securities, Inc.",Electronic,Yes,245,Yes,Yes,Yes,,Yes,,,,,
30362,8/23/2023,First Fed Bank,Electronic,,17,Yes,Yes,,,Yes,,,,,
30363,8/23/2023,Dow Credit Union,Electronic,,18,Yes,Yes,,,Yes,,,,,
30364,8/23/2023,Kansas City Life Insurance Company,Electronic,,2,Yes,,,,Yes,,,,,
30365,8/23/2023,"SHK Management, Inc. dba Korman Communities Inc.",Electronic,Yes,1,Yes,,,,Yes,,,,,
30366,8/23/2023,"PrimeLending, a PlainsCapital Company",Electronic,,6,,Yes,,,Yes,,,,,
30367,8/23/2023,Kansas City Life Insurance Company,Electronic,,3,Yes,,,,Yes,,,,,
30368,8/23/2023,Comerica Bank,Electronic,,80,,,,,Yes,,,,,
30369,8/23/2023,"Comerica Bank & Trust, National Association",Electronic,,16,Yes,,,,Yes,,,,,
30370,8/23/2023,CLEAResult Consulting Inc.,Electronic,,10964,Yes,Yes,,,Yes,,,,,
30371,8/23/2023,"Data Media Associates, LLC",Electronic,,2788,Yes,,,,Yes,,,,,
30354,8/23/2023,Sun Life,Electronic,,9207,Yes,,,,Yes,,,,,
30408,8/23/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30411,8/24/2023,Tremont Credit Union,Electronic,Yes,1,Yes,,,,Yes,,,,,
30403,8/24/2023,Executive Office of Health and Human Services Department of Development Services,Paper,Yes,1,Yes,,,,,,Yes,,,
30404,8/24/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30413,8/24/2023,"Tesla, Inc.",Electronic,Yes,32,Yes,,,,Yes,,,,,
30372,8/24/2023,"SK USA, Inc.",Electronic,Yes,9,Yes,Yes,,,Yes,,,,,
30373,8/24/2023,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,,,,
30374,8/24/2023,Encova Mutual Insurance Group,Electronic,,1,,Yes,,,Yes,,,,,
30375,8/24/2023,Continental General Insurance Company,Electronic,,18,Yes,,,,Yes,,,,,
30376,8/24/2023,"NTT DATA Americas, Inc. on behalf of PBI Research Services",Electronic,,3008,Yes,,,,Yes,,,,,
30377,8/24/2023,North Shore Communty College,Electronic,,1,,,,,,,,,,
30378,8/24/2023,New York Life Insurance Company,Electronic,,1067,Yes,,,,Yes,,,,,
30379,8/24/2023,Milan Eye Center,Electronic,,7,Yes,,,,Yes,,,,,
30380,8/24/2023,Primis Bank,Electronic,,50,Yes,Yes,,,Yes,,,,,
30381,8/24/2023,Veltek Associates Inc.,Electronic,Yes,2,Yes,,,,Yes,,,,,
30383,8/24/2023,Chevron Federal Credit Union,Electronic,,195,Yes,Yes,,Yes,Yes,,,,,
30384,8/25/2023,"PurFoods, LLC",Electronic,Yes,11793,Yes,Yes,Yes,Yes,Yes,,,,,
30385,8/25/2023,"OC International, Inc. dba One Challenge",Electronic,Yes,2,Yes,,,,Yes,,,,,
30386,8/25/2023,Massachusetts General Hospital,Paper,Yes,2,,Yes,,,,,,,,
30387,8/25/2023,The Lincoln National Life Insurance Company,Electronic,Yes,1,Yes,,,,Yes,,,,,
30388,8/25/2023,T Retail LLC,Electronic,Yes,10,,,,Yes,,,,,,
30390,8/25/2023,Mascoma Bank,Electronic,,1,Yes,Yes,,,Yes,,,,,
30391,8/25/2023,Tucson Unified School District,Electronic,Yes,13,Yes,,,,Yes,,,,,
30392,8/25/2023,UnitedHealthcare,Electronic,Yes,19910,Yes,,,,Yes,,,,,
30393,8/26/2023,Winchester Savings Bank,Electronic,,7,,,,Yes,,,,,,
30394,8/28/2023,Dedham Savings,Electronic,,21,,,,Yes,,,,,,
30395,8/28/2023,Dedham Savings,Electronic,,12,,,,Yes,,,,,,
30396,8/28/2023,"Fox & Company CPAs, Inc.",Electronic,Yes,3,Yes,,,,,,,,,
30397,8/28/2023,Louis Garneau Sports Inc.,Electronic,Yes,72,,,,Yes,Yes,,,,,
30389,8/28/2023,TOG Hold Co. & Thirty One Gifts,Electronic,Yes,1379,,,,Yes,Yes,,,,,
30414,8/28/2023,Continental AG,Electronic,Yes,16,Yes,Yes,,,Yes,,,,,
30400,8/28/2023,CareSource,Electronic,,389,Yes,,,,Yes,,,,,
30401,8/28/2023,Fairfax Oral and Maxillofacial Surgery,Electronic,Yes,95,Yes,,Yes,,Yes,,,,,
30402,8/28/2023,Proskauer Rose LLP,Electronic,,2,Yes,Yes,Yes,,Yes,,,,,
30406,8/29/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30407,8/29/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30412,8/29/2023,Ernst & Young LLP Canada,Electronic,,2,,,,,Yes,,,,,
30409,8/29/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30410,8/29/2023,Mutual One Bank,Electronic,,1,,,,Yes,,,,,,
30418,8/29/2023,SERRV International,Electronic,,734,,,,Yes,,,,,,
30419,8/29/2023,Gaston College,Electronic,Yes,56,Yes,Yes,Yes,,Yes,,,,,
30420,8/29/2023,Parker Gallini LLP,Electronic,Yes,5,,Yes,,,Yes,,,,,
30421,8/29/2023,F21 OpCo LLC (d/b/a Forever 21),Electronic,Yes,13044,Yes,Yes,,,Yes,,,,,
30422,8/29/2023,"Mennenga, Inc. d/b/a Mennenga Tax & Financial",Electronic,Yes,1,,Yes,,,Yes,,,,,
30423,8/29/2023,Cornwell Quality Tools,Electronic,Yes,352,Yes,Yes,Yes,,Yes,,,,,
30415,8/29/2023,HCA Healthcare,Electronic,,17000,,,,,Yes,,,,,
30416,8/29/2023,"The Washington Trust Company, of Westerly",Electronic,Yes,2,,Yes,,,,,,,,
30398,8/29/2023,The Huntington National Bank,Electronic,,2,,Yes,,,,,,,,
30399,8/30/2023,Aloha Pacific Federal Credit Union,Electronic,,2,Yes,Yes,Yes,,Yes,,,,,
30424,8/30/2023,"Erie Materials, Inc.",Electronic,Yes,3,Yes,,Yes,,Yes,,,,,
30425,8/30/2023,The Episcopal School of Dallas,Electronic,Yes,24,Yes,,Yes,Yes,Yes,,,,,
30426,8/30/2023,Cambridge Trust Company,Both,Yes,1,,Yes,,,,,,,,
30427,8/30/2023,Loyal American Life Insurance Company,Electronic,,254,Yes,,,,Yes,,,,,
30428,8/30/2023,Leader Bank N.A.,Electronic,,3874,,Yes,,,Yes,,,,,
30429,8/30/2023,"Athlon Advisors, LLC",Electronic,Yes,6,Yes,Yes,,,Yes,,,,,
30430,8/30/2023,Spartaco LLC,Electronic,Yes,1,Yes,,,,Yes,,,,,
30431,8/31/2023,Massachusetts Department of Unemployment Assistance,Both,Yes,1,Yes,,,,Yes,,,,,
30433,8/31/2023,"Mountain View Family Practice, PC",Electronic,Yes,4999,Yes,,,,Yes,,,,,
30434,8/31/2023,M&T Bank,Electronic,,2,Yes,,,,Yes,,,,,
30435,8/31/2023,"Marathon Asset Management, L.P.",Electronic,,5,Yes,Yes,Yes,,,,,,,
30436,8/31/2023,"New England Life Care, Inc.",Electronic,Yes,5,Yes,,,,Yes,,,,,
30438,8/31/2023,National Student Clearinghouse,Electronic,,198,Yes,,,,Yes,,,,,
30417,8/31/2023,"National Retail Construction Group, LLC",Electronic,Yes,2,Yes,,,,Yes,,,,,
