Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
3774,6/6/13,Webster Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
3775,6/6/13,Webster Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
4088,6/7/13,Pilgrim Bank,Electronic,,1,,,,Yes,,,
4174,6/7/13,MassMutual Life Insurance Company,Electronic,,269,Yes,Yes,,,Yes,,
4577,6/8/13,"RentPath, Inc. (Primedia, Inc)",Electronic,,210,Yes,,,,Yes,,Yes
14200,6/10/13,"The Vanguard Group, Inc.",Paper,Yes,,,Yes,,,,,
4387,6/10/13,Vanguard,Paper,,1,,Yes,,,,,
4388,6/10/13,Polaris Industries,Electronic,,6,Yes,Yes,,,,,
4389,6/10/13,University of Massachusetts - Amherst,Electronic,,1472,Yes,Yes,,Yes,,,
3776,6/10/13,Eastern Bank,Electronic,,8,,,,Yes,,,
3777,6/10/13,Eastern Bank,Electronic,,1,,,,Yes,,,
3778,6/10/13,Eastern Bank,Electronic,,1,,,,Yes,,,
3779,6/10/13,Eastern Bank,Electronic,,3,,,,Yes,,,
3780,6/10/13,Eastern Bank,Electronic,,1,,,,Yes,,,
3781,6/10/13,Eastern Bank,Electronic,,28,,,,Yes,,,
3782,6/10/13,Eastern Bank,Electronic,,2,,,,Yes,,,
3783,6/10/13,Eastern Bank,Electronic,,1,,,,Yes,,,
3784,6/10/13,Eastern Bank,Electronic,,1,,,,Yes,,,
3785,6/10/13,Eastern Bank,Electronic,,6,,,,Yes,,,
3786,6/10/13,Eastern Bank,Electronic,,1,,,,Yes,,,
3787,6/10/13,Eastern Bank,Electronic,,4,,,,Yes,,,
3788,6/10/13,Eastern Bank,Electronic,,1,,,,Yes,,,
3789,6/10/13,Eastern Bank,Electronic,,1,,,,Yes,,,
3790,6/10/13,Eastern Bank,Electronic,,1,,,,Yes,,,
3791,6/10/13,Eastern Bank,Electronic,,11,,,,Yes,,,
3792,6/10/13,Eastern Bank,Electronic,,7,,,,Yes,,,
4093,6/12/13,Fidelity Investments,Electronic,,1,Yes,,,,Yes,Yes,
3900,6/12/13,"VYC Tires, Inc.",Electronic,,17,,,,Yes,,,
5771,6/12/13,"Fidelity National Title Group, Inc.",Electronic,,34,Yes,Yes,Yes,Yes,Yes,,
3899,6/13/13,Pearl Izumi,Electronic,,21,,Yes,,Yes,Yes,,
4386,6/13/13,Great Lakes Dredge & Dock Company,Electronic,,3,Yes,,,,,,
4163,6/14/13,Montana State University,Electronic,,18,Yes,,,,Yes,,
4094,6/14/13,Fidelity Investments,Electronic,,1,Yes,,,,Yes,Yes,
4095,6/14/13,Fidelity Investments,Electronic,,1,Yes,,,,Yes,Yes,
4111,6/17/13,Peoples Bank,Electronic,,162,,,,Yes,,,
3800,6/17/13,American Express,Electronic,,2,,,,Yes,,,
3801,6/17/13,American Express,Electronic,,206,,,,Yes,,,
3802,6/17/13,American Express,Electronic,,55,,,,Yes,,,
3803,6/17/13,American Express,Electronic,,1,,,,Yes,,,
4096,6/18/13,Fidelity Investments,Electronic,,6,Yes,,,,Yes,Yes,
4803,6/18/13,The Commonwealth of MA - EOLWD,Paper,,2,Yes,,,,,,
4735,6/18/13,Eastern Bank,Electronic,,153,,,,Yes,,,
4736,6/18/13,Eastern Bank,Electronic,,4,,,,Yes,,,
4737,6/18/13,Eastern Bank,Electronic,,265,,,,Yes,,,
4738,6/18/13,Eastern Bank,Electronic,,1,,,,Yes,,,
4739,6/18/13,Eastern Bank,Electronic,,1,,,,Yes,,,
4740,6/18/13,Eastern Bank,Electronic,,1,,,,Yes,,,
4741,6/18/13,Eastern Bank,Electronic,,1,,,,Yes,,,
4742,6/18/13,Eastern Bank,Electronic,,1,,,,Yes,,,
4743,6/18/13,Eastern Bank,Electronic,,148,,,,Yes,,,
4744,6/18/13,Eastern Bank,Electronic,,2,,,,Yes,,,
4097,6/19/13,Fidelity Investments,Electronic,,6,Yes,,,,Yes,Yes,
4108,6/19/13,Stoneham Savings Bank,Electronic,,1,,,,Yes,,,
4109,6/19/13,Stoneham Savings Bank,Electronic,,1,,,,Yes,,,
3903,6/19/13,Butler University - Howard L. Schrott Center,Electronic,,2,,,,Yes,,,
3932,6/19/13,Salem Five,Electronic,,12,,,,Yes,,,
3933,6/19/13,Salem Five,Electronic,,2,,,,Yes,,,
3942,6/19/13,Middlesex Savings Bank,Electronic,,185,,,,Yes,,,
3946,6/21/13,Savers Bank,Electronic,,11,,,,Yes,,,
3947,6/21/13,Savers Bank,Electronic,,7,,,,Yes,,,
3950,6/21/13,Savers Bank,Electronic,,1,,,,Yes,,,
4098,6/21/13,Fidelity Investments,Electronic,,2,Yes,,,,Yes,Yes,
4087,6/21/13,Pilgrim Bank,Electronic,,2,,,,Yes,,,
4695,6/21/13,American Express Company,Electronic,,2,,,,Yes,,,
4815,6/24/13,Discover Card,Electronic,,16,,,,Yes,,,
4816,6/24/13,Discover Card,Electronic,,2,,,,Yes,,,
4817,6/24/13,Discover Card,Electronic,,1,,,,Yes,,,
4818,6/24/13,Discover Card,Electronic,,3,,,,Yes,,,
4819,6/24/13,Discover Card,Electronic,,6,,,,Yes,,,
4820,6/24/13,Discover Card,Electronic,,1,,,,Yes,,,
4821,6/24/13,Discover Card,Electronic,,14,,,,Yes,,,
4822,6/24/13,Discover Card,Electronic,,15,,,,Yes,,,
14241,6/24/13,"CitiMortgage, Inc.",Undefined,Yes,1,Yes,,,,Yes,,
4099,6/24/13,Fidelity Investments,Electronic,,2,Yes,,,,Yes,Yes,
3959,6/24/13,Adams Community Bank,Electronic,,5,,,,Yes,,,
3960,6/24/13,Adams Community Bank,Electronic,,9,,,,Yes,,,
3926,6/24/13,Newburyport Five Cents Savings Bank,Electronic,,3,,,,Yes,,,
3927,6/24/13,Marlborough Savings Bank,Electronic,,13,,,,Yes,,,
3928,6/24/13,Marlborough Savings Bank,Electronic,,1,,,,Yes,,,
4170,6/24/13,"E. Pamela Salpoglou, Esq.",Electronic,,1,Yes,,,,,,
3934,6/25/13,Eagle Bank,Electronic,,1,,,,Yes,,,
3935,6/25/13,Eagle Bank,Electronic,,1,,,,Yes,,,
4100,6/25/13,Fidelity Investments,Electronic,,1,Yes,,,,Yes,Yes,
4608,6/25/13,TD Bank,Electronic,,2,Yes,Yes,,,Yes,,
3936,6/26/13,Eagle Bank,Electronic,,2,,,,Yes,,,
3943,6/26/13,Middlesex Savings Bank,Electronic,,90,,,,Yes,,,
4185,6/27/13,Suffolk University,Electronic,,2376,,,,Yes,,,
4365,6/27/13,"Skoler, Abbott & Presser, P.C.",Electronic,,12,,Yes,,,Yes,,
4691,6/27/13,American Express Company,Electronic,,7,,,,Yes,,,
4692,6/27/13,American Express Company,Electronic,,1,,,,Yes,,,
4693,6/27/13,American Express Company,Electronic,,8,,,,Yes,,,
14219,6/28/13,Citi,Electronic,Yes,76,,Yes,,,,,
14439,6/28/13,TD Bank,Paper,Yes,7,Yes,,,,Yes,,
4165,6/28/13,Anthem Blue Cross Blue Shield,Electronic,,211,Yes,,,,,,
4166,6/28/13,Anthem Blue Cross Blue Shield,Electronic,,1,Yes,,,,,,
4167,6/28/13,Anthem Blue Cross Blue Shield,Electronic,,1,Yes,,,,,,
7539,6/29/13,Reliant Medical Group,Paper,Yes,7,Yes,,,,,,
4834,7/1/13,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
4694,7/1/13,American Express Company,Paper,,1,,,,Yes,,,
4188,7/1/13,"Franklin Templeton Investor Services, LLC",Electronic,,1,Yes,Yes,,,,,
4189,7/1/13,Mortgage Guaranty Insurance Corporation,Paper,,1,,Yes,,,,,
4190,7/1/13,Newburyport Bank,Electronic,,1,,,,Yes,,,
4191,7/1/13,EastWest Bank,Electronic,,1,,Yes,,,,,
4192,7/1/13,Capital One,Electronic,,8,Yes,Yes,,Yes,Yes,,
4193,7/1/13,Marlborough Savings,Electronic,,2,,,,Yes,,,
4194,7/1/13,Fidelity Investments,Electronic,,4,Yes,,,,Yes,,
4195,7/1/13,Baystate Dental P.C.,Paper,,4,,Yes,,Yes,,,
4101,7/1/13,Fidelity Investments,Electronic,,4,Yes,,,,Yes,Yes,
3968,7/1/13,"Citibank, N.A.",Electronic,,3,,,,Yes,Yes,,
4156,7/2/13,Saturna Capital,Paper,,1,Yes,Yes,,,,,
4157,7/3/13,The Hanover Insurance Company,Paper,,78,Yes,Yes,Yes,,Yes,,
4177,7/3/13,The Commonwealth of MA - DOR,Paper,,3,Yes,,,,,,
4178,7/3/13,Massachusetts General Hospital,Paper,,1,Yes,Yes,,,,,
4187,7/3/13,Bridgewater,Electronic,,35,Yes,,,,Yes,,
3951,7/3/13,Savers Bank,Electronic,,3,,,,Yes,,,
4690,7/3/13,American Express Company,Electronic,,331,Yes,,,Yes,,,
14431,7/5/13,"TD Bank, N.A.",Undefined,Yes,1,Yes,Yes,,,Yes,,
3949,7/5/13,Savers Bank,Electronic,,1,,,,Yes,,,
3963,7/5/13,Adams Community Bank,Electronic,,5,,,,Yes,,,
3964,7/8/13,Adams Community Bank,Electronic,,3,,,,Yes,,,
4186,7/8/13,"Pointmarc Consulting, LLC",Electronic,,1,Yes,,,,,,Yes
4158,7/8/13,Hyundai Motor America,Electronic,,16,,,,,,,
4849,7/8/13,Pilgrim Bank,Electronic,,6,,,,Yes,,,
14192,7/8/13,Capital One,Electronic,Yes,2,Yes,,,Yes,,,
4664,7/8/13,American Express,Electronic,,414,,,,Yes,,,
4665,7/8/13,American Express,Electronic,,9,,,,Yes,,,
4159,7/9/13,The Commonwealth of MA - DCJIS,Paper,,1,Yes,,,,,,
3970,7/9/13,St Mary's Credit Union,Electronic,,49,,,,Yes,,,
4102,7/9/13,Fidelity Investments,Electronic,,1,Yes,,,,Yes,Yes,
4666,7/10/13,American Express,Electronic,,50,,,,Yes,,,
4112,7/11/13,Peoples Bank,Electronic,,142,,,,Yes,,,
4160,7/11/13,Partners HealthCare at Home,Paper,,15,,Yes,,,Yes,,
4162,7/11/13,Grow Financial Federal Credit Union,Electronic,,16,Yes,,Yes,,Yes,,
14198,7/12/13,Texas Health Harris Methodist Fort Worth,Undefined,,28,Yes,,,,,,
4950,7/12/13,Rockland Trust Company,Paper,,1,,Yes,,,,,
4951,7/12/13,Rockland Trust Company,Paper,,1,,Yes,,,,,
4952,7/12/13,Rockland Trust Company,Electronic,,13,,,,Yes,,,
4953,7/12/13,Rockland Trust Company,Electronic,,19,,,,Yes,,,
4954,7/12/13,Rockland Trust Company,Electronic,,6,,,,Yes,,,
4955,7/12/13,Rockland Trust Company,Electronic,,1,,,,Yes,,,
4956,7/12/13,Rockland Trust Company,Electronic,,1,,,,Yes,,,
4957,7/12/13,Rockland Trust Company,Electronic,,2,,,,Yes,,,
4958,7/12/13,Rockland Trust Company,Electronic,,7,,,,Yes,,,
4959,7/12/13,Rockland Trust Company,Electronic,,19,,,,Yes,,,
4960,7/12/13,Rockland Trust Company,Electronic,,1,,,,Yes,,,
4961,7/12/13,Rockland Trust Company,Electronic,,1,,,,Yes,,,
4962,7/12/13,Rockland Trust Company,Electronic,,4,,,,Yes,,,
4963,7/12/13,Rockland Trust Company,Electronic,,33,,,,Yes,,,
4964,7/12/13,Rockland Trust Company,Electronic,,4,,,,Yes,,,
4965,7/12/13,Rockland Trust Company,Electronic,,10,,,,Yes,,,
4966,7/12/13,Rockland Trust Company,Electronic,,1,,,,Yes,,,
4967,7/12/13,Rockland Trust Company,Electronic,,5,,,,Yes,,,
4154,7/13/13,Rockland Trust,Both,,1,,Yes,,,,,
4155,7/13/13,Rockland Trust,Paper,,1,Yes,Yes,,,Yes,,
4089,7/15/13,Pilgrim Bank,Electronic,,1,,,,Yes,,,
3938,7/15/13,Eagle Bank,Electronic,,1,,,,Yes,,,
3939,7/15/13,Eagle Bank,Electronic,,1,,,,Yes,,,
3929,7/15/13,Marlborough Savings Bank,Electronic,,1,,,,Yes,,,
4844,7/15/13,Newburyport Five Cents Savings Bank,Electronic,,3,,,,Yes,,,
14197,7/15/13,St. Mary's Bank,Electronic,Yes,12125,Yes,Yes,,Yes,Yes,,
14191,7/15/13,Bank of America,Paper,Yes,3,Yes,Yes,Yes,,Yes,,
4723,7/15/13,Eastern Bank,Electronic,,1,,,,Yes,,,
4724,7/15/13,Eastern Bank,Electronic,,3,,,,Yes,,,
4725,7/15/13,Eastern Bank,Electronic,,2,,,,Yes,,,
4726,7/15/13,Eastern Bank,Electronic,,4,,,,Yes,,,
4727,7/15/13,Eastern Bank,Electronic,,1,,,,Yes,,,
4728,7/15/13,Eastern Bank,Electronic,,1,,,,Yes,,,
4729,7/15/13,Eastern Bank,Electronic,,1,,,,Yes,,,
4730,7/15/13,Eastern Bank,Electronic,,4,,,,Yes,,,
4731,7/15/13,Eastern Bank,Electronic,,1,,,,Yes,,,
4732,7/15/13,Eastern Bank,Electronic,,2,,,,Yes,,,
4733,7/15/13,Eastern Bank,Electronic,,15,,,,Yes,,,
4734,7/15/13,Eastern Bank,Electronic,,6,,,,Yes,,,
4663,7/15/13,American Express,Electronic,,2,,,,Yes,,,
4720,7/18/13,Babson College,Electronic,,22,Yes,,,Yes,Yes,,
4799,7/18/13,US Pank Enterprise Privacy Office,Electronic,,2,Yes,Yes,,,Yes,,
14186,7/18/13,"RBS Citizens Financial Group, Inc.",Electronic,Yes,343,,,,Yes,,,
3955,7/18/13,MutualOne Bank,Electronic,,1,,,,Yes,,,
3956,7/19/13,MutualOne Bank,Electronic,,1,,,,Yes,,,
3954,7/19/13,MutualOne Bank,Electronic,,1,,,,Yes,,,
3937,7/19/13,Eagle Bank,Electronic,,1,,,,Yes,,,
14185,7/19/13,Syracuse University,Electronic,Yes,4,Yes,,,,Yes,,
4667,7/19/13,American Express,Electronic,,44,,,,Yes,,,
4668,7/19/13,American Express,Electronic,,2,,,,Yes,,,
14193,7/22/13,University of Virginia,Paper,Yes,239,Yes,,,,Yes,,
14204,7/22/13,"NYC Bike Share, LLC",Electronic,,8,,,,Yes,,,
4853,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4854,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4855,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4856,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4857,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4858,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4859,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4860,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4861,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4862,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4863,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,24,,,,Yes,,,
4864,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4865,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4866,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4867,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4868,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4869,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4870,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4871,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4872,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4873,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,3,,,,Yes,,,
4874,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4875,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,Yes,,,,,
4876,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4877,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4878,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4879,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,Yes,,,,,
4880,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,Yes,,,,,
4881,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4882,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4883,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4884,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4885,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4886,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4887,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4888,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,Yes,,,,,
4889,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,Yes,,,,,
4890,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4891,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4892,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4893,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4894,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4895,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4896,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4897,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,Yes,,,,,
4898,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,Yes,,,,,
4899,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,Yes,,,,,
4900,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4901,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4902,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4903,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,Yes,,,,,
4904,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4905,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4906,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4907,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4908,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4909,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,Yes,,,,,
4910,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,Yes,,,,,
4911,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4912,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4913,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,2,,,,Yes,,,
4914,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4915,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4916,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4917,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4918,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,21,,,,Yes,,,
4919,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4920,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4921,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4922,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4923,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4924,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4925,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
4926,7/22/13,The Cooperative Bank of Cape Cod,Electronic,,1,,,,Yes,,,
3948,7/22/13,Savers Bank,Electronic,,1,,,,Yes,,,
3967,7/22/13,"Citibank, N.A.",Electronic,,3,,Yes,,,Yes,,
3961,7/22/13,Adams Community Bank,Electronic,,1,,,,Yes,,,
4164,7/22/13,Inter-Consitnental Hotels Corporation,Electronic,,254,,,,Yes,,,
4168,7/22/13,Medical Professional Mutual Insurance Company,Electronic,,59,Yes,,,,Yes,,
4161,7/22/13,Nokia Inc.,Electronic,,9,Yes,,,,Yes,,
4175,7/23/13,"Medtronic, Inc.",Paper,,31,Yes,Yes,,,Yes,,
4176,7/23/13,US Airways,Electronic,,58,Yes,,,,Yes,,
3930,7/24/13,Marlborough Savings Bank,Electronic,,1,,,,Yes,,,
4107,7/24/13,Bristol County Savings Bank,Electronic,,2,,,,Yes,,,
4681,7/24/13,American Express Company,Electronic,,29,,,,Yes,,,
4581,7/24/13,Berklee College of Music,Electronic,,19138,,,,Yes,Yes,,
4582,7/25/13,Behavioral Health Network,Paper,,185,Yes,,,,,,
4653,7/25/13,North Shore Medical Center,Paper,,2,,Yes,,,Yes,,
4800,7/25/13,Ruby Tuesday,Electronic,,1,Yes,Yes,,,Yes,,
4717,7/25/13,Huntington's Disease Society of America,Electronic,,19,Yes,Yes,,,Yes,,
4804,7/25/13,"United Student Aid Funds, Inc.",Both,,4,Yes,Yes,,,,,
4028,7/25/13,Discover Card,Electronic,,2,,,,Yes,,,
4029,7/25/13,Discover Card,Electronic,,307,,,,Yes,,,
4030,7/25/13,Discover Card,Electronic,,6,,,,Yes,,,
4031,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4032,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4033,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4034,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4035,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4036,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4037,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4038,7/25/13,Discover Card,Electronic,,6,,,,Yes,,,
4039,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4040,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4041,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4042,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4043,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4044,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4045,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4046,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4047,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4048,7/25/13,Discover Card,Electronic,,2,,,,Yes,,,
4049,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4050,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4051,7/25/13,Discover Card,Electronic,,2,,,,Yes,,,
4052,7/25/13,Discover Card,Electronic,,2,,,,Yes,,,
4053,7/25/13,Discover Card,Electronic,,2,,,,Yes,,,
4054,7/25/13,Discover Card,Electronic,,3,,,,Yes,,,
4055,7/25/13,Discover Card,Electronic,,2,,,,Yes,,,
4056,7/25/13,Discover Card,Electronic,,8,,,,Yes,,,
4057,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4058,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4059,7/25/13,Discover Card,Electronic,,2,,,,Yes,,,
4060,7/25/13,Discover Card,Electronic,,4,,,,Yes,,,
4061,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4062,7/25/13,Discover Card,Electronic,,1,,,,Yes,,,
4063,7/25/13,Discover Card,Electronic,,2,,,,Yes,,,
3952,7/25/13,Savers Bank,Electronic,,1,,,,Yes,,,
3940,7/25/13,Eagle Bank,Electronic,,1,,,,Yes,,,
3872,7/25/13,Lincoln Financial Group,Electronic,,2,Yes,,,,,,
3962,7/26/13,Adams Community Bank,Electronic,,1,,,,Yes,,,
4169,7/26/13,The Commonwealth of MA - DOR,Electronic,,6,Yes,,Yes,,,,
14202,7/26/13,"RBS Citizens Financial Group, Inc.",Undefined,Yes,4,Yes,,,Yes,Yes,,
4363,7/29/13,"Kirkegaard & Perry Labs, Inc.",Electronic,,1,,,,Yes,,,
3945,7/29/13,Middlesex Savings Bank,Electronic,,29,,,,Yes,,,
3931,7/29/13,Marlborough Savings Bank,Electronic,,1,,,,Yes,,,
3941,7/31/13,Eagle Bank,Electronic,,14,,,,Yes,,,
3944,7/31/13,Middlesex Savings Bank,Electronic,,224,,,,Yes,,,
4113,7/31/13,Peoples Bank,Electronic,,13,,,,Yes,,,
4390,7/31/13,Toyota Financial Services,Electronic,,1,,Yes,,,Yes,,
4354,7/31/13,Commonwealth Financial Network,Electronic,,8,Yes,Yes,Yes,,Yes,,Yes
14228,7/31/13,"Commonwealth of Massachusetts
- Department of Unemployment Assistance",Paper,Yes,3,Yes,,,,,,
4936,7/31/13,Bay State Savings Bank,Electronic,,42,,,,Yes,,,
4682,7/31/13,American Express Company,Electronic,,26,,,,Yes,,,
4173,8/1/13,South Carolina Bank and Trust,Paper,,2,,Yes,,,Yes,,
4103,8/1/13,Fidelity Investments,Electronic,,1891,Yes,Yes,,,,,
4361,8/2/13,The Commonwealth of MA - EOLWD - Department of Unemployment Assistance,Paper,,3,Yes,,,,,,
4362,8/2/13,"Five Star Quality Care, Inc./Braintree Rehabilitation Hospital",Both,,2,Yes,,,,,,
4171,8/5/13,"Charter Manufacturing Company, Inc.",Electronic,,2,Yes,,,,Yes,,Yes
4104,8/5/13,Fidelity Investments,Electronic,,2,Yes,Yes,Yes,,,,
14194,8/5/13,Swimsuits For All,Electronic,Yes,210,,,,Yes,,,
14442,8/5/13,TD Bank,Electronic,Yes,2,Yes,Yes,,,Yes,,
4928,8/6/13,AbingtonBank,Electronic,,1,,,,Yes,,,
4172,8/6/13,Massachusetts Institute of Technology,Electronic,,5,Yes,,,Yes,,,Yes
4360,8/7/13,"Merrill Lynch Wealth Management, Home Loans",Paper,,2,Yes,Yes,,,Yes,,
14216,8/7/13,Smartphone Experts,Electronic,Yes,3265,,,,Yes,,,
14207,8/8/13,"F.C. Tucker Company, Inc.",Undefined,Yes,1,Yes,,,,Yes,,
14209,8/8/13,MassDot,Paper,Yes,1,Yes,,Yes,,,,
14213,8/8/13,TD Bank,Electronic,Yes,1,,,,Yes,,,
4842,8/8/13,Adams Community Bank,Electronic,,1,,,,Yes,,,
4686,8/8/13,American Express Company,Electronic,,7,,,,Yes,,,
4745,8/9/13,Eastern Bank,Electronic,,1,,,,Yes,,,
4746,8/9/13,Eastern Bank,Electronic,,1,,,,Yes,,,
4747,8/9/13,Eastern Bank,Electronic,,3,,,,Yes,,,
4748,8/9/13,Eastern Bank,Electronic,,2,,,,Yes,,,
4749,8/9/13,Eastern Bank,Electronic,,3,,,,Yes,,,
4750,8/9/13,Eastern Bank,Electronic,,1,,,,Yes,,,
4751,8/9/13,Eastern Bank,Electronic,,20,,,,Yes,,,
4752,8/9/13,Eastern Bank,Electronic,,3,,,,Yes,,,
